rs,Rep,SHL,RDW,SDW,TPB,TRL,TSRL,TNR,NWA,PRL,PC1,PC2,PC3
id1,1,17.36666667,0.059266667,0.040366667,0.099633333,357.2167,321.8233,21,2.1833,35.3933,81.4366373,-0.590871986,-11.04108176
id2,1,17.8,0.055133333,0.0587,0.113833333,485.3533,449.3367,23.3333,2.7167,36.0167,-9.246702018,-109.3874535,-218.8621706
id3,1,17.1,0.0415,0.0596,0.1011,140.81,111.3167,8.6667,0.8167,29.4933,-119.0016567,37.62886856,-0.297353268
id4,1,15.96666667,0.040366667,0.0421,0.082466667,283.86,254.8867,15.3333,1.4933,28.9733,-6.816772199,-107.5214242,-218.2587866
id5,1,15.2,0.0603,0.037566667,0.097866667,205.96,180.7933,15.6667,1.15,25.1667,-9.218280576,-108.9132943,-217.7196346
id6,1,10.8,0.04485,0.0292,0.07405,81.535,67.995,8,0.36,13.5500,-7.655380892,-108.58107,-219.6117136
id7,1,13.66666667,0.050233333,0.0487,0.098933333,81.18,61.9667,6,0.4233,19.2067,-8.050098216,-108.4169036,-219.3779707
id8,1,14.7,0.0289,0.03915,0.06805,110.84,87.565,8.5,0.49,23.2750,-7.540029569,-108.1617363,-219.1981653
id9,1,15.43333333,0.066666667,0.057033333,0.1237,272.8233,243.5167,14.6667,1.5033,29.3033,-8.927393692,-108.7856638,-218.4180279
id10,1,15.73333333,0.049366667,0.0517,0.101066667,,,,,,117.6686074,26.63520411,14.92685228
id11,1,13.46666667,0.040066667,0.031033333,0.0711,102.5333,75.57,5.3333,0.59,26.9633,69.90676268,-9.375035802,-28.73998418
id12,1,16.53333333,0.0533,0.0439,0.0972,195.85,167.83,11.3333,1.1833,28.0200,-92.72551946,4.154440912,2.560185874
id13,1,16.76666667,0.0436,0.052466667,0.096066667,226.9867,192.3333,12.6667,1.29,34.6500,-2.846195441,-115.3883811,-4.269405365
id14,1,11.93333333,0.031566667,0.033,0.064566667,130.35,101.1667,7.3333,0.74,29.1800,-146.6796149,67.47296853,3.658408631
id15,1,19,0.079166667,0.0715,0.150666667,388.0133,349.4,18,2.3033,38.6133,-126.3340659,45.48656913,-1.579051394
id16,1,14.5,0.0515,0.0488,0.1003,162.265,135.135,8,0.87,27.1300,-129.8411428,46.98903544,1.62960824
id17,1,14.63333333,0.0346,0.051333333,0.085933333,201.2733,171.79,11,1.1933,29.4833,-130.2651664,49.07518572,1.948875815
id18,1,17.43333333,0.045333333,0.049366667,0.0947,238.1733,207.9333,13.3333,1.4167,30.2333,-102.1129744,2.524503117,-7.740691109
id19,1,16.33333333,0.053566667,0.04,0.093566667,223.0633,190.0567,10.3333,1.1633,33.0067,106.2279562,18.50697634,7.84938628
id20,1,15.93333333,0.050533333,0.0397,0.090233333,168.9467,138.0867,8.3333,0.8867,30.8567,-92.51841284,-7.574141307,-2.933671771
id21,1,18.3,0.058933333,0.045433333,0.104366667,193.7667,166.4,11,1.1133,27.3700,92.97000802,-180.1990131,38.64243883
id22,1,16.6,0.045733333,0.069366667,0.1151,140.9633,93.2533,6.3333,0.7767,47.7067,-117.7304915,33.82266569,1.312191191
id23,1,8.666666667,0.067966667,0.051733333,0.1197,170.24,139.08,9,0.93,31.1600,-100.619565,4.423873205,-3.772939248
id24,1,17.33333333,0.058066667,0.058266667,0.116333333,231.0233,199.7333,11.3333,1.2067,31.2900,89.84487696,-169.9550957,50.11732677
id25,1,13.63333333,0.046333333,0.033233333,0.079566667,71.39,58.1967,7,0.4133,13.1933,101.1316547,16.2553625,6.996624914
id26,1,14.43333333,0.0454,0.059833333,0.105233333,89.07,71.7033,7.3333,0.4233,17.3633,110.0431536,22.92480641,13.55738431
id27,1,18.56666667,0.0694,0.048166667,0.117566667,213.8133,192.2067,16,1.24,21.6067,72.09121765,-2.49642561,39.6028342
id28,1,12.06666667,0.047833333,0.034866667,0.0827,58.2167,49.8733,7.6667,0.25,8.3400,123.0219373,31.54552504,-1.840874128
id29,1,7.133333333,0.049166667,0.041666667,0.090833333,86.57,67.1133,6,0.43,19.4567,112.4098396,25.18318467,2.930604955
id30,1,15,0.030466667,0.039933333,0.0704,75.6133,51.8467,4,0.3733,23.7667,116.2649247,23.6284722,-9.823781079
id31,1,18,0.043866667,0.0479,0.091766667,206.2967,175.2,10.6667,1.1733,31.0967,-116.4952244,31.58367799,-1.608277684
id32,1,10.26666667,0.053133333,0.0465,0.099633333,120.79,91.9167,7,0.6567,28.8700,-128.5888424,44.60423085,-0.177221143
id33,1,16.16666667,0.0499,0.046433333,0.096333333,83.0433,66.8567,6,0.4367,16.1867,-129.8275649,45.28087945,0.811261578
id34,1,16.33333333,0.049966667,0.049733333,0.0997,151.7967,123.4233,7.3333,0.8133,28.3733,83.03893897,3.820950341,19.23339468
id35,1,16.45,0.0206,0.0438,0.0644,51.605,23.655,2,0.255,27.9500,-133.3480474,47.79578036,-1.882199454
id36,1,16.76666667,0.0621,0.046933333,0.109033333,196.4033,166.1467,10.3333,1.1533,30.2600,-126.483223,46.72048213,1.83982067
id37,1,13.2,0.056466667,0.0319,0.088366667,240.4233,209.4733,13.6667,1.4033,30.9500,-127.3116752,44.3708751,1.697059097
id38,1,21.93333333,0.083133333,0.057166667,0.1403,241.8467,216.3767,14.3333,1.21,25.4700,-120.7336535,36.54954471,3.20568413
id39,1,21.86666667,0.0566,0.065533333,0.122133333,347.0233,313.21,18.6667,2.0833,33.8167,103.4508139,15.84056002,-11.56609984
id40,1,20.1,0.0715,0.057633333,0.129133333,240.7867,201.91,10,1.19,38.8733,104.1162262,19.2843891,19.03603404
id41,1,13.16666667,0.040166667,0.0426,0.082766667,171.3633,145.5367,11.6667,1.0233,25.8300,115.5633873,20.11827661,-20.34670908
id42,1,12.33333333,0.050133333,0.024266667,0.0744,100.6733,79.23,6,0.5067,21.4467,107.7223998,23.30407202,19.55253945
id43,1,12.2,0.030766667,0.0335,0.064266667,37.16,27.93,4.6667,0.1767,9.2300,116.2162024,27.2342183,10.70453506
id44,1,9.6,0.033266667,0.025466667,0.058733333,81.7,65.6233,10.3333,0.4533,16.0700,-62.7433325,-13.45787029,30.27473807
id45,1,15.1,0.032366667,0.0318,0.064166667,217.02,186.49,13.6667,1.3067,30.5333,-59.86890155,-17.05902312,29.73174606
id46,1,12.33333333,0.0419,0.058266667,0.100166667,107.9567,78.5533,5.6667,0.6233,29.4000,111.1593142,20.73803787,-8.920039307
id47,1,17.06666667,0.068966667,0.0708,0.139766667,174.2967,145.46,8.3333,0.96,28.8400,92.55448729,13.58417744,7.000766566
id48,1,12.3,0.073833333,0.043,0.116833333,138.6367,110.3267,6.3333,0.7167,28.3100,84.78675741,2.376072636,-21.43402205
id49,1,16.13333333,0.086666667,0.0463,0.132966667,284.9933,244.94,14.3333,1.6267,40.0567,-129.0283884,47.73181444,-2.388078309
id50,1,16.83333333,0.0563,0.088433333,0.144733333,225.7167,196.83,12.6667,1.27,28.8900,111.9546722,24.12857471,3.126443084
id51,1,24.36666667,0.068233333,0.073033333,0.141266667,310.8433,275.6433,15.3333,1.7767,35.2000,96.58953699,13.27624054,-8.310487149
id52,1,10.9,0.030033333,0.033633333,0.063666667,81.53,65.72,6.3333,0.3967,15.8067,80.98395318,0.923621858,-14.33310034
id53,1,16.7,0.0414,0.044,0.0854,231.55,196.49,12,1.32,35.0600,83.38986264,-0.289084002,-13.15313298
id54,1,13.43333333,0.048066667,0.0464,0.094466667,117.0333,86.9433,6,0.67,30.0867,103.427242,16.4489128,-5.735467628
id55,1,13.26666667,0.075466667,0.043066667,0.118533333,179.2867,149.71,8,0.9,29.5800,95.80897099,12.10912353,26.51015148
id56,1,12.8,0.0447,0.0504,0.0951,178.8767,144.5767,8.3333,0.9333,34.2967,120.1798871,31.78989486,13.34618613
id57,1,14.46666667,0.054966667,0.037666667,0.092633333,225.91,188.8067,10,1.1733,37.0967,-142.4580579,-143.7274527,28.3253932
id58,1,6.5,0.02175,0.0167,0.03845,73.4,53.15,4,0.4,20.2600,-153.5126038,-150.3156676,42.37581715
id59,1,14.96666667,0.046066667,0.064333333,0.1104,237.29,208.7067,14.3333,1.4233,28.5833,125.2397241,34.55570215,14.84642182
id60,1,20.23333333,0.0445,0.0638,0.1083,113.01,99.3867,11.6667,0.62,13.6233,104.5113734,19.84712601,23.32371296
id61,1,18.56666667,0.0581,0.059333333,0.117433333,263.7367,229.9433,11.6667,1.4467,33.7967,124.2958775,33.33132137,7.739528676
id62,1,12.1,0.0396,0.058566667,0.098166667,138.8233,108.96,7.3333,0.7867,29.8633,123.9411708,32.55727594,7.644666698
id63,1,12.23333333,0.029066667,0.0435,0.072566667,119.6967,91.8467,5.3333,0.63,27.8467,-35.77707015,-83.33523605,-3.438528582
id64,1,10.35,0.03105,0.02165,0.0527,113.745,92.43,7.5,0.62,21.3100,114.1647063,24.43587436,11.06921989
id65,1,8.866666667,0.055633333,0.032966667,0.0886,48.86,36.3267,5.3333,0.2533,12.5333,107.0549962,15.98556478,-9.669912013
id66,1,11.46666667,0.037933333,0.054133333,0.092066667,63.46,50.16,7.3333,0.3633,13.3033,-160.9025162,-152.4549156,44.34098441
id67,1,10.66666667,0.032466667,0.0379,0.070366667,94.4933,65.88,4.6667,0.5,28.6133,-138.3321794,56.67320565,0.864405617
id68,1,14.1,0.024133333,0.0433,0.067433333,173.5067,142.39,9,0.95,31.1167,109.5285293,21.48468149,1.588404519
id69,1,13.46666667,0.052233333,0.042833333,0.095066667,212.2833,183.6133,12,1.1933,28.6733,-122.4724964,36.61113576,-4.13286821
id70,1,11.6,0.049233333,0.047766667,0.097,93.6033,68.52,5,0.4533,25.0800,-124.1225244,41.23692161,1.663747177
id71,1,11.56666667,0.0216,0.034266667,0.055866667,38.8533,28.5833,5.3333,0.1833,10.2667,111.3603753,20.20855762,-10.03363704
id72,1,18.63333333,0.067066667,0.0845,0.151566667,273.9367,235.5467,12,1.5,38.3933,-121.4428689,38.96535828,-4.161006211
id73,1,13.83333333,0.0536,0.040833333,0.094433333,80.6533,60.5867,5.3333,0.4333,20.0667,-110.2125444,25.80547462,-2.910198412
id74,1,10.4,0.052433333,0.033466667,0.0859,98.6133,83.73,10,0.5767,14.8833,-95.37473288,-0.38851012,4.906548213
id75,1,19.1,0.064533333,0.0566,0.121133333,205.6933,167.1033,8.6667,1.0267,38.5933,-139.3092615,58.45256289,-0.616545016
id76,1,22.23333333,0.047866667,0.080966667,0.128833333,356.6033,323.8033,17,1.7867,32.8000,-120.7906924,36.78107392,0.893912911
id77,1,10.53333333,0.020866667,0.035366667,0.056233333,55.5633,29.3967,2,0.2933,26.1667,116.99398,28.49381958,-0.53572104
id78,1,8.766666667,0.023566667,0.024466667,0.048033333,61.86,43.4733,2.3333,0.22,18.3800,122.686656,30.42682771,-2.712643941
id79,1,11.9,0.059966667,0.0433,0.103266667,188.1467,157.8567,9.3333,1,30.2867,113.3265397,21.76828027,-23.37369249
id80,1,16.7,0.033866667,0.036333333,0.0702,158.7133,127.72,6,0.7133,30.9967,89.66942953,7.428479371,15.80915229
id81,1,12.4,0.0353,0.039,0.0743,148.115,111.905,6.5,0.785,36.2100,91.90729679,11.74787531,38.78515452
id82,1,23,0.0458,0.0677,0.1135,293.3567,263.9867,18,1.73,29.3700,103.4669863,21.23726523,26.71836984
id83,1,16.4,0.053533333,0.037733333,0.091266667,174.42,132.87,10.3333,1.0433,41.5467,-136.4204518,56.9854534,0.498745528
id84,1,14.56666667,0.0503,0.044166667,0.094466667,233.7733,199.7567,11.6667,1.4067,34.0133,-152.4436371,-141.9919614,40.34640006
id85,1,13.8,0.055233333,0.038966667,0.0942,201.2133,182.4367,18.3333,1.1733,18.7767,-129.6576762,49.39851092,1.552255872
id86,1,12.63333333,0.0622,0.041533333,0.103733333,236.1,198.4733,11.3333,1.36,37.6233,-113.3891572,23.03195796,3.148100946
id87,1,10.66666667,0.052566667,0.0674,0.119966667,173.81,139.1,8.3333,1.0033,34.7067,-130.1006575,47.98620195,4.190580482
id88,1,11.5,0.039733333,0.051533333,0.091266667,102.8833,79.8033,7,0.5033,23.0767,-130.0130216,47.59364946,4.100065527
id89,1,5.733333333,0.016233333,0.011366667,0.0276,13.5467,6.2067,1.6667,0.0533,7.3400,-133.892941,50.77945546,-0.699401394
id90,1,16,0.032066667,0.059566667,0.091633333,139.14,105.01,5.3333,0.6867,34.1300,87.84784452,3.480102594,-16.84430158
id91,1,13.03333333,0.043366667,0.0518,0.095166667,234.92,210.2833,16.3333,1.36,24.6400,-138.5909361,57.29589327,1.095580424
id92,1,14.1,0.031733333,0.028166667,0.0599,124.1433,94.2233,6.6667,0.7233,29.9233,94.34978339,11.32129984,4.945020873
id93,1,15.8,0.0805,0.0856,0.1661,361.0833,310.5067,14.6667,2.01,50.5800,89.63756959,8.107369647,-6.188970204
id94,1,15.03333333,0.030466667,0.041633333,0.0721,129.9933,106.8867,7,0.6433,23.1033,-104.4682475,19.07217718,-0.626511606
id95,1,13.53333333,0.068766667,0.032433333,0.1012,176.77,147.3367,7.6667,1.0033,29.4300,-129.352585,46.89211547,-0.517911272
id96,1,18.2,0.044266667,0.044533333,0.0888,299.5833,270.2933,16.3333,1.7133,29.2800,82.00362824,0.660099732,-18.13191246
id97,1,20.83333333,0.0652,0.0572,0.1224,327.37,293.4267,20,2.02,33.9433,-131.9504194,51.34062912,-2.674782875
id98,1,16.46666667,0.0681,0.0437,0.1118,262.92,231.7133,14.3333,1.3433,31.2067,-107.9435466,26.9319967,-5.956974295
id99,1,21.63333333,0.0603,0.0457,0.106,263.17,231.2967,16,1.5767,31.8700,-100.1248391,15.00897195,-0.037068992
id100,1,9.2,0.01755,0.0158,0.03335,51.145,30.07,3,0.28,21.0700,-98.43418654,11.38191323,-2.169409935
id101,1,21.33333333,0.066533333,0.065266667,0.1318,470.0767,437.82,27.6667,2.75,32.2567,-128.778681,42.61772351,-0.551333853
id102,1,18.53333333,0.059633333,0.060533333,0.120166667,346.0867,314.9367,17.3333,1.81,31.1500,-98.94541965,8.132264958,0.231918844
id103,1,12,0.031,0.0327,0.0637,116.74,85.84,5,0.58,30.9000,-125.2189584,42.48772796,-2.077485578
id104,1,18.46666667,0.0531,0.0637,0.1168,157.7833,125.0267,7.3333,0.85,32.7533,103.1676103,17.08213023,20.48940339
id105,1,18.6,0.0604,0.049233333,0.109633333,188.4833,158.85,12,1.12,29.6333,102.0489977,16.63786633,0.907401839
id106,1,11.66666667,0.036833333,0.0381,0.074933333,93.9367,63.6733,5,0.5667,30.2600,99.32878798,-181.4133194,55.60680594
id107,1,16.33333333,0.062233333,0.0564,0.118633333,228.62,196.3767,11.3333,1.3133,32.2433,117.9392367,25.71087126,-7.844138702
id108,1,18.03333333,0.039033333,0.045266667,0.0843,98.2767,81.9067,7.6667,0.5267,16.3700,-123.6431009,39.45039399,-5.720202345
id109,1,15.03333333,0.0306,0.0307,0.0613,79.7467,63.8467,7.3333,0.4667,15.8967,99.42108426,11.82691226,-16.06601356
id110,1,18.16666667,0.056366667,0.060833333,0.1172,200.6433,180.25,16,1.0433,20.3967,99.67241336,13.90917049,7.896650093
id111,1,17.56666667,0.0489,0.0465,0.0954,202.6667,171.16,5.6667,0.72,31.5033,5.236267904,-52.98090672,15.66492023
id112,1,11.3,0.040533333,0.047466667,0.088,87.9367,77.9033,12.3333,0.4433,10.0367,-155.3259197,-151.2532259,41.44028475
id113,1,11,0.046766667,0.037733333,0.0845,49.02,37.61,4.3333,0.2067,11.4100,94.24445365,14.73447863,20.68977827
id114,1,17.26666667,0.049533333,0.0406,0.090133333,114.7767,97.2767,11,0.66,17.4967,-88.137106,-6.221579849,-4.15955769
id115,1,17.06666667,0.0741,0.056666667,0.130766667,127.0367,92.5567,5,0.71,34.4833,133.698449,38.84272981,-1.419570686
id116,1,12.26666667,0.035066667,0.047466667,0.082533333,169.52,141.2167,10,0.91,28.3033,-55.61672726,-44.85724005,1.738608734
id117,1,14.36666667,0.045733333,0.043366667,0.0891,193.41,159.91,9.6667,1.15,33.5000,-77.30368945,-20.26488704,0.315323465
id118,1,11.13333333,0.0461,0.037866667,0.083966667,141.3933,119.7567,5.3333,0.5467,21.6400,113.5474841,22.51893543,19.14599959
id119,1,16.26666667,0.0418,0.053866667,0.095666667,80.62,65.8433,8.3333,0.46,14.7800,124.1212271,35.49450077,20.86954282
id120,1,8.066666667,0.071766667,0.0267,0.098466667,57.62,45.94,5.6667,0.2733,11.6833,95.05843729,-179.1737798,55.29203032
id121,1,16.26666667,0.053366667,0.0525,0.105866667,339.0833,299.8433,14.6667,1.86,39.2367,-134.5956766,53.34316037,-2.722902125
id122,1,15.7,0.066633333,0.063766667,0.1304,281.04,244.4367,11.6667,1.4867,36.6033,-130.4788076,49.1222138,0.40652632
id123,1,11.33333333,0.054566667,0.0489,0.103466667,192.77,156.7867,9.3333,1.06,35.9800,-106.3881403,23.06264445,1.518139063
id124,1,12.1,0.047266667,0.0343,0.081566667,127.9,96.5933,8.3333,0.68,31.3067,-114.1378882,26.36354054,6.917753361
id125,1,18.1,0.064633333,0.072166667,0.1368,194.8233,161.2433,9.0467,1.01,33.5767,97.6013526,-170.6748427,43.99153947
id126,1,12.9,0.0446,0.048566667,0.093166667,216.1533,184.51,12.3333,1.24,31.6433,89.88801009,21.27262043,0.888245608
id127,1,12.93333333,0.0513,0.048166667,0.099466667,169.57,132.62,6.3333,0.9,36.9500,-134.7655701,53.77387738,-2.626851438
id128,1,18.16666667,0.0567,0.056133333,0.112833333,269.21,233.4667,13.3333,1.57,35.7467,-129.7140942,49.53112163,0.140024353
id129,1,17.9,0.0508,0.032966667,0.083766667,222.6033,197.0733,12.3333,1.2033,25.5300,80.45905503,-1.746140129,3.442112396
id130,1,8.866666667,0.0278,0.038333333,0.066133333,119.2633,96.1167,7.6667,0.6967,23.1467,-107.2075243,21.16404313,-3.378365688
id131,1,12.46666667,0.021,0.030266667,0.051266667,111.92,85.52,7,0.6333,26.4033,-107.9972143,23.48655013,-1.056846256
id132,1,9.833333333,0.0285,0.0321,0.0606,117.415,86.63,5,0.545,30.7850,-145.7217466,66.776196,0.433175644
id133,1,9.233333333,0.035166667,0.025766667,0.060933333,83.62,69.8167,9,0.44,13.8000,-121.0662349,36.91327491,-2.070215325
id134,1,13.63333333,0.066566667,0.036366667,0.102933333,233.72,203.3933,13.6667,1.39,30.3300,-129.1312751,44.82075592,-1.572507377
id135,1,10.23333333,0.039733333,0.035966667,0.0757,84.0433,72.7133,9,0.39,11.3300,-125.5518794,38.61294325,-2.747867026
id136,1,11.4,0.044966667,0.043333333,0.0883,81.7867,69.41,9.6667,0.46,12.3767,130.0259804,34.94354214,-3.687171813
id137,1,16.13333333,0.060433333,0.0438,0.104233333,471.17,440.8167,23.6667,2.48,30.3533,118.9273555,28.4747047,5.157927591
id138,1,15.03333333,0.044866667,0.0296,0.074466667,190.5533,168.25,11.6667,0.9767,22.3000,87.56762922,6.952814007,6.010897851
id139,1,15.56666667,0.055733333,0.033733333,0.089466667,239.06,208.3733,13.6667,1.3667,30.6867,108.9381536,23.39693902,11.39651924
id140,1,9.533333333,0.0406,0.056,0.0966,55.52,43.6033,5.6667,0.2733,11.9167,-128.8637772,48.62143054,1.75354634
id141,1,17.26666667,0.049066667,0.041433333,0.0905,185.2233,152.2667,9.8867,1.0833,32.9500,96.53344176,-179.0224275,47.02550129
id142,1,15.5,0.050833333,0.051966667,0.1028,265.2533,231.8633,13,1.5067,33.3933,110.6749944,18.06424387,-19.19985703
id143,1,12.56666667,0.0379,0.034233333,0.072133333,148.3433,122.4433,8.6667,0.85,25.8933,-147.2728483,66.33520368,2.607933741
id144,1,14.8,0.059,0.0474,0.1064,203.8233,174.7433,10.6667,1.15,29.0833,-104.9794006,14.78141244,1.294832743
id145,1,19.76666667,0.044466667,0.066366667,0.110833333,161.6467,137.29,11.3333,0.92,24.3567,86.45606908,-174.879441,33.13119964
id146,1,13.26666667,0.041633333,0.0281,0.069733333,143.81,114.29,7.3333,0.7733,29.5167,-126.017493,41.84472826,1.88602557
id147,1,12.53333333,0.0284,0.0442,0.0726,129.125,106.79,9,0.75,22.3350,99.42136392,12.2857763,-19.15687609
id148,1,10.3,0.0375,0.048533333,0.086033333,70.54,47.58,4.6667,0.3733,22.9633,87.00468004,8.15293385,36.96828547
id149,1,10.1,0.03995,0.031,0.07095,156.105,125.6,5,0.605,30.5050,85.64550334,3.692041631,21.09341667
id150,1,8.633333333,0.058366667,0.046633333,0.105,96.1867,85.2333,12.6667,0.5233,10.9567,-153.1265315,-151.3427992,34.80325627
id151,1,15.16666667,0.043633333,0.0527,0.096333333,221.7733,191.4167,10.6667,1.0833,30.3567,61.77675479,-11.47600764,9.151488894
id152,1,12.83333333,0.044966667,0.030333333,0.0753,162.7867,136.5,10,0.8633,26.2867,139.7562226,44.28092416,5.569228539
id153,1,12.76666667,0.036833333,0.041366667,0.0782,170.8633,145.25,9,0.8633,25.6133,112.5964895,23.60621013,-6.895662065
id154,1,12.96666667,0.0471,0.046666667,0.093766667,166,133.5767,10,0.9533,32.4233,-125.8138134,37.71067976,1.422923936
id155,1,11.83333333,0.0198,0.026633333,0.046433333,90.35,62.205,4,0.405,28.1450,102.412242,17.12443124,5.289412662
id156,1,18.96666667,0.050166667,0.0456,0.095766667,238.2133,203.33,13.6667,1.3733,34.8800,117.4206515,24.82416001,-9.845730938
id157,1,17.96666667,0.063633333,0.059366667,0.123,401.4333,367.4933,19,2.26,33.9400,128.9740115,35.01325265,0.293221722
id158,1,11.1,0.054,0.034166667,0.088166667,174.4267,150.3167,11,1,24.1133,-52.31196311,-45.2020804,-5.005230745
id159,1,14.83333333,0.045766667,0.0398,0.085566667,204.6733,173.91,10.6667,1.0667,30.7633,-116.2158692,35.4026066,1.059698759
id160,1,15.86666667,0.0629,0.068766667,0.131666667,252.5467,218.2133,13.3333,1.4667,34.3367,96.4096244,12.88543949,12.26331401
id161,1,15.03333333,0.047633333,0.061466667,0.1091,181.5267,153.2,8.6667,0.94,28.3267,-141.6256058,59.76858307,2.240837081
id162,1,16.76666667,0.041433333,0.041366667,0.0828,168.08,138.5933,10.3333,0.89,29.4900,-108.5463917,26.48005121,-0.972196148
id163,1,14.93333333,0.040933333,0.038033333,0.078966667,88.11,72.5967,9,0.4733,15.5100,113.1162423,23.08305913,-5.495476424
id164,1,13.66666667,0.0476,0.0578,0.1054,160.72,125.79,8,0.9167,34.9267,93.25576547,10.45773215,15.92219147
id165,1,18.86666667,0.092666667,0.051833333,0.1445,457.8433,421.0533,19.6667,2.2133,36.7867,103.6152975,13.63003106,-7.314901329
id166,1,21.3,0.0911,0.068966667,0.160066667,545.8367,504.8267,25,3.29,41.0100,-130.9410911,44.22227479,2.12745043
id167,1,22.16666667,0.045333333,0.0603,0.105633333,207.5833,174.2533,11,1.2367,33.3267,51.91699543,-29.56230032,-32.94298468
id168,1,13.13333333,0.028833333,0.053833333,0.082666667,103.4933,82.2533,7.6667,0.5767,21.2400,106.2044937,19.32588929,10.86831326
id169,1,15.16666667,0.054833333,0.053566667,0.1084,276.45,244.84,13.6667,1.3167,31.6067,-113.8761277,30.73983062,4.734727896
id170,1,13.16666667,0.041166667,0.061366667,0.102533333,189.5767,159.39,10,1.13,30.1900,-110.1899705,25.03761854,-2.053591579
id171,1,15.8,0.0639,0.059233333,0.123133333,321.2433,282.27,16.6667,1.8833,38.9733,113.1966214,28.16014392,7.204171127
id172,1,15.96666667,0.038833333,0.067533333,0.106366667,180.1767,143.4267,9,0.9733,36.7467,117.845062,26.28227569,11.8619728
id173,1,13.26666667,0.0446,0.059866667,0.104466667,220.8667,185.0267,10.3333,1.25,35.8467,-71.61238611,-18.56321322,-1.932926789
id174,1,15.96666667,0.054133333,0.061266667,0.1154,290.5167,255.8567,12,1.42,34.6633,-105.9789071,17.74756772,5.053125498
id175,1,13.43333333,0.047633333,0.0391,0.086733333,217.1233,190.8167,13.3333,1.2533,26.3033,84.46549604,0.937811896,-2.324715671
id176,1,12.8,0.033766667,0.039833333,0.0736,234.22,196.9667,11.6667,1.3467,37.2533,101.6195578,12.94486226,-15.29406902
id177,1,13.66666667,0.042033333,0.036866667,0.0789,234.8,206.9333,16,1.3733,27.8667,109.1270518,17.147996,-20.45425223
id178,1,22.4,0.045733333,0.089166667,0.1349,301.1933,266.0933,13.3333,1.58,35.1000,-164.5811631,-158.0940912,48.40612254
id179,1,15.36666667,0.059366667,0.051733333,0.1111,150.0167,132.2467,12,0.7633,17.7667,-129.5427051,44.77181844,6.833018092
id180,1,15.7,0.062766667,0.049666667,0.112433333,269.67,215.98,12,1.61,53.6867,-107.8845144,26.99009781,-7.99541035
id181,1,15.06666667,0.039833333,0.043166667,0.083,146.8233,119.5933,8.3333,0.81,27.2300,90.33893339,-177.6360705,50.73259481
id182,1,12.96666667,0.047866667,0.036,0.083866667,203.23,172.1733,9.94,1.0567,31.0533,100.303724,16.46851583,8.827727367
id183,1,11.4,0.0499,0.02825,0.07815,165.345,137.175,7.5,0.83,28.1650,-112.3863972,21.48634782,-1.835477218
id184,1,20.4,0.083433333,0.053,0.136433333,291.07,256.2,13,1.6567,34.8700,-126.2906243,43.64030633,0.119903134
id185,1,17.16666667,0.0542,0.052133333,0.106333333,135.8567,117.1067,10,0.7333,18.7500,-97.62427099,9.582225127,-0.976655617
id186,1,14.23333333,0.0567,0.040333333,0.097033333,200.46,161.9,8,1.1333,38.5567,-120.1702361,39.82290725,1.967113234
id187,1,21.1,0.066366667,0.071,0.137366667,295.63,264.72,15.6667,1.69,30.9100,113.0382553,27.20556983,4.365638866
id188,1,10.65,0.02475,0.02935,0.0541,47.68,34.44,5,0.28,13.2350,92.17518698,6.893007429,-19.2643264
id189,1,13.5,0.0518,0.0578,0.1096,70.4033,55.66,7.6667,0.41,14.7400,109.8929757,22.91990583,14.47277157
id190,1,15.43333333,0.0639,0.058166667,0.122066667,242.4533,204.65,12.6667,1.3833,37.8033,-99.11538476,1.015802868,-1.594478178
id191,1,19.7,0.080833333,0.064833333,0.145666667,393.48,358.34,20.3333,2.3867,35.1433,-122.8850456,39.06368503,-0.924890145
id192,1,6.133333333,0.018666667,0.0197,0.038366667,55.9833,35.2167,3.3333,0.3233,20.7667,102.8169627,16.69369159,-9.868149661
id193,1,13.3,0.030366667,0.052966667,0.083333333,125.41,95.6433,6,0.6133,29.7600,88.38526,5.958213327,-13.94616019
id194,1,6.433333333,0.043933333,0.0299,0.073833333,82.8167,69.1233,6.3333,0.3733,13.6900,90.38413586,5.369166769,4.346834897
id195,1,16.83333333,0.054566667,0.051033333,0.1056,177.12,147.3233,8.3333,0.8933,29.7967,-125.3010865,39.53090886,-1.661942553
id196,1,19.03333333,0.053866667,0.0425,0.096366667,282.5967,246.9333,14.6667,1.6267,35.6633,120.9873416,26.12693297,-17.58358854
id197,1,14.6,0.041266667,0.036066667,0.077333333,145.56,112.29,5.6667,0.7633,33.2700,99.78350416,19.12295006,29.95650661
id198,1,13.46666667,0.037066667,0.0403,0.077366667,115.9233,85.5667,6.3333,0.6867,30.3533,-128.7317153,47.46514897,1.765463965
id199,1,13.26666667,0.040833333,0.0563,0.097133333,186.1933,149.9833,9.3333,1.1067,36.2100,-133.342664,52.21933882,0.175566003
id200,1,16.83333333,0.0576,0.047766667,0.105366667,199.1767,165.37,9.8067,1.14,33.8033,112.4239364,24.65553755,-10.01502479
id201,1,17.13333333,0.067233333,0.0773,0.144533333,288.7033,246.9867,10.6667,1.4533,41.7200,-51.19505922,-29.92270503,5.419566315
id202,1,17.03333333,0.058833333,0.0678,0.126633333,207.3733,170.6,10,1.21,36.7667,-129.9822002,45.90921433,2.598046592
id203,1,8.9,0.046933333,0.046133333,0.093066667,89.5833,74.8733,8.3333,0.4533,14.7100,53.41988037,-155.7528434,11.71259241
